ts,avg_nb_vehicules_in_per_hour,nb_trucks_in,nb_cars_in,avg_waiting_in,avg_nb_vehicules_out_per_hour,nb_trucks_out,nb_cars_out,avg_waiting_out,avg_temperature,pressure,precipitation_MM,windspeed_Kmph
2020-03-18 19:00:00+01:00,524,71,453,20.560147412005747,518,51,467,19.12914003399451,15,1029,0.0,4
2020-03-18 20:00:00+01:00,530,62,468,19.083977996999057,479,57,422,11.814570973379602,15,1029,0.0,4
2020-03-18 21:00:00+01:00,400,49,351,24.218092797619367,378,40,338,19.72856450330425,15,1029,0.0,4
2020-03-18 22:00:00+01:00,279,33,246,20.78305114330562,270,26,244,21.935045846470036,15,1029,0.0,4
2020-03-18 23:00:00+01:00,203,25,178,21.5050173548228,181,20,161,22.79969312673797,15,1029,0.0,4
2020-03-19 00:00:00+01:00,101,9,92,11.280950715811313,110,16,94,16.975871844207738,16,1026,0.2,5
2020-03-19 01:00:00+01:00,62,5,57,14.48690450543278,68,9,59,14.701855472363336,16,1026,0.2,5
2020-03-19 02:00:00+01:00,74,6,68,19.513800836509724,74,10,64,19.513800836509724,16,1026,0.2,5
2020-03-19 03:00:00+01:00,107,9,98,12.156196464705383,107,17,90,12.156196464705383,16,1026,0.2,5
2020-03-19 04:00:00+01:00,166,15,151,18.57114730689396,190,29,161,20.51689583562818,16,1026,0.2,5
2020-03-19 05:00:00+01:00,336,26,310,23.28683107716768,336,48,288,23.28683107716768,16,1026,0.2,5
2020-03-19 06:00:00+01:00,411,33,378,21.89950881174465,390,63,327,23.204029211730827,16,1026,0.2,5
2020-03-19 07:00:00+01:00,572,51,521,22.464428218647974,616,97,519,22.224127738373518,16,1026,0.2,5
2020-03-19 08:00:00+01:00,599,54,545,22.66737383874895,658,81,577,21.97385875439763,16,1026,0.2,5
2020-03-19 09:00:00+01:00,438,38,400,22.221490993016946,417,51,366,23.51661645113794,16,1026,0.2,5
2020-03-19 10:00:00+01:00,366,27,339,21.40807985369936,363,59,304,20.037936765942277,16,1026,0.2,5
2020-03-19 11:00:00+01:00,408,37,371,21.369431512154076,426,69,357,20.8097346735364,16,1026,0.2,5
2020-03-19 12:00:00+01:00,330,28,302,16.43301680059058,357,47,310,21.912097396672888,16,1026,0.2,5
2020-03-19 13:00:00+01:00,366,28,338,21.40807985369936,363,59,304,20.037936765942277,16,1026,0.2,5
2020-03-19 14:00:00+01:00,339,30,309,21.378284288972047,375,45,330,22.64494297948435,16,1026,0.2,5
2020-03-19 15:00:00+01:00,375,29,346,22.64494297948435,402,53,349,17.230856788696144,16,1026,0.2,5
2020-03-19 16:00:00+01:00,405,35,370,18.172278090342537,423,68,355,23.290663678046883,16,1026,0.2,5
2020-03-19 17:00:00+01:00,587,53,534,20.028899672241884,637,93,544,20.615078570692955,16,1026,0.2,5
2020-03-19 18:00:00+01:00,616,55,561,22.224127738373518,643,104,539,17.945088215014433,16,1026,0.2,5
2020-03-19 19:00:00+01:00,432,38,394,18.473076954520703,458,64,394,24.591159780297854,16,1026,0.2,5
2020-03-19 20:00:00+01:00,464,41,423,21.884111394069308,461,57,404,24.16987876504356,16,1026,0.2,5
2020-03-19 21:00:00+01:00,369,27,342,22.180217499440115,357,51,306,21.912097396672888,16,1026,0.2,5
2020-03-19 22:00:00+01:00,256,20,236,20.451990100158973,262,33,229,18.255168653975332,16,1026,0.2,5
2020-03-19 23:00:00+01:00,190,17,173,20.51689583562818,181,24,157,20.051163259817507,16,1026,0.2,5
2020-03-20 00:00:00+01:00,91,8,83,13.154481673544206,88,7,81,17.756927742208592,13,1022,0.0,9
2020-03-20 01:00:00+01:00,61,6,55,12.362973378192347,56,5,51,10.152150256689218,13,1022,0.0,9
2020-03-20 02:00:00+01:00,61,5,56,12.362973378192347,56,5,51,10.152150256689218,13,1022,0.0,9
2020-03-20 03:00:00+01:00,93,9,84,12.914854269394333,86,7,79,21.204994436842384,13,1022,0.0,9
2020-03-20 04:00:00+01:00,150,13,137,17.939622434692456,155,13,142,19.469409355748308,13,1022,0.0,9
2020-03-20 05:00:00+01:00,268,29,239,16.114987230113258,268,24,244,16.114987230113258,13,1022,0.0,9
2020-03-20 06:00:00+01:00,332,31,301,21.454526645627976,329,30,299,19.339935066365534,13,1022,0.0,9
2020-03-20 07:00:00+01:00,524,52,472,19.821110984782088,511,56,455,22.27774281923901,13,1022,0.0,9
2020-03-20 08:00:00+01:00,568,51,517,20.442364330592024,546,58,488,20.84279480803274,13,1022,0.0,9
2020-03-20 09:00:00+01:00,376,34,342,15.920759199358614,366,32,334,21.40807985369936,13,1022,0.0,9
2020-03-20 10:00:00+01:00,302,33,269,17.71336274061634,290,29,261,18.088844908617002,13,1022,0.0,9
2020-03-20 11:00:00+01:00,364,38,326,19.12804198058144,361,41,320,19.1870055662437,13,1022,0.0,9
2020-03-20 12:00:00+01:00,314,34,280,19.381500590217087,300,26,274,19.621479548992166,13,1022,0.0,9
2020-03-20 13:00:00+01:00,297,29,268,18.348417493587977,292,25,267,18.509650933155072,13,1022,0.0,9
2020-03-20 14:00:00+01:00,297,31,266,18.348417493587977,292,25,267,18.509650933155072,13,1022,0.0,9
2020-03-20 15:00:00+01:00,327,34,293,17.492932564197055,327,29,298,17.492932564197055,13,1022,0.0,9
2020-03-20 16:00:00+01:00,378,41,337,19.765573549462566,366,32,334,21.40807985369936,13,1022,0.0,9
2020-03-20 17:00:00+01:00,516,56,460,23.45871840478751,489,47,442,13.901530333723658,13,1022,0.0,9
2020-03-20 18:00:00+01:00,556,56,500,17.490996909750756,551,54,497,23.574220809021288,13,1022,0.0,9
2020-03-20 19:00:00+01:00,391,37,354,20.019115852021912,383,34,349,23.132924781238575,13,1022,0.0,9
2020-03-20 20:00:00+01:00,406,44,362,17.471736216533994,378,35,343,19.765573549462566,13,1022,0.0,9
2020-03-20 21:00:00+01:00,305,28,277,19.342371998402466,295,26,269,20.557446011766526,13,1022,0.0,9
2020-03-20 22:00:00+01:00,209,19,190,22.16757043059366,211,18,193,18.759232281731908,13,1022,0.0,9
2020-03-20 23:00:00+01:00,150,15,135,17.939622434692456,155,13,142,19.469409355748308,13,1022,0.0,9
2020-03-21 00:00:00+01:00,36,2,34,2.727177547566476,39,2,37,6.913338666308079,8,1022,0.0,20
2020-03-21 01:00:00+01:00,24,1,23,0.16633697306049489,26,1,25,0.13434729751860394,8,1022,0.0,20
2020-03-21 02:00:00+01:00,25,1,24,0.10677168789919293,26,1,25,0.13434729751860394,8,1022,0.0,20
2020-03-21 03:00:00+01:00,38,2,36,5.960450042509954,39,2,37,6.913338666308079,8,1022,0.0,20
2020-03-21 04:00:00+01:00,48,3,45,9.964553643509852,52,2,50,14.472017643602554,8,1022,0.0,20
2020-03-21 05:00:00+01:00,62,4,58,14.019247608895405,65,4,61,10.13470849860639,8,1022,0.0,20
2020-03-21 06:00:00+01:00,101,6,95,14.022694861996197,105,6,99,16.343560716114418,8,1022,0.0,20
2020-03-21 07:00:00+01:00,147,9,138,16.306492316544293,159,10,149,19.89258263570152,8,1022,0.0,20
2020-03-21 08:00:00+01:00,206,11,195,20.90053052788098,208,12,196,18.807092053665322,8,1022,0.0,20
2020-03-21 09:00:00+01:00,213,14,199,20.238518600536185,223,14,209,18.802339292525456,8,1022,0.0,20
2020-03-21 10:00:00+01:00,187,12,175,15.611538170802525,198,12,186,20.173795644408123,8,1022,0.0,20
2020-03-21 11:00:00+01:00,152,10,142,18.686880121910534,155,8,147,18.708796369633056,8,1022,0.0,20
2020-03-21 12:00:00+01:00,145,8,137,19.922746131926434,158,8,150,19.40470350916573,8,1022,0.0,20
2020-03-21 13:00:00+01:00,167,9,158,19.047083059371815,172,10,162,18.863206387348974,8,1022,0.0,20
2020-03-21 14:00:00+01:00,154,8,146,19.868163821621103,155,8,147,18.708796369633056,8,1022,0.0,20
2020-03-21 15:00:00+01:00,169,9,160,20.526675282456768,185,10,175,20.88033942284811,8,1022,0.0,20
2020-03-21 16:00:00+01:00,172,10,162,18.863206387348974,186,9,177,20.400698976924794,8,1022,0.0,20
2020-03-21 17:00:00+01:00,199,12,187,19.11274068140836,209,10,199,16.60419034744366,8,1022,0.0,20
2020-03-21 18:00:00+01:00,190,11,179,20.182913119811044,197,10,187,19.118279085736297,8,1022,0.0,20
2020-03-21 19:00:00+01:00,146,9,137,19.4340926707284,157,8,149,19.700921436065542,8,1022,0.0,20
2020-03-21 20:00:00+01:00,142,8,134,19.57947604189084,146,8,138,19.4340926707284,8,1022,0.0,20
2020-03-21 21:00:00+01:00,124,7,117,14.467255533674502,129,7,122,12.81298343964759,8,1022,0.0,20
2020-03-21 22:00:00+01:00,100,6,94,12.129363492765288,105,7,98,16.343560716114418,8,1022,0.0,20
2020-03-21 23:00:00+01:00,49,3,46,12.126419816698254,52,2,50,14.472017643602554,8,1022,0.0,20
2020-03-22 00:00:00+01:00,21,0,21,0.0727095127790566,25,0,25,0.10677168789919293,7,1020,0.0,22
2020-03-22 01:00:00+01:00,14,0,14,0.0,18,0,18,0.014449312499738909,7,1020,0.0,22
2020-03-22 02:00:00+01:00,13,0,13,0.0,18,0,18,0.014449312499738909,7,1020,0.0,22
2020-03-22 03:00:00+01:00,20,0,20,0.04910283862897408,25,0,25,0.10677168789919293,7,1020,0.0,22
2020-03-22 04:00:00+01:00,29,1,28,0.5419439371488394,36,1,35,2.727177547566476,7,1020,0.0,22
2020-03-22 05:00:00+01:00,36,1,35,2.727177547566476,48,1,47,9.964553643509852,7,1020,0.0,22
2020-03-22 06:00:00+01:00,57,2,55,11.247345675463038,74,3,71,9.886934519670994,7,1020,0.0,22
2020-03-22 07:00:00+01:00,87,3,84,9.504121716770046,119,3,116,9.275729661817119,7,1020,0.0,22
2020-03-22 08:00:00+01:00,110,4,106,20.964248322238312,128,4,124,16.268122259148125,7,1020,0.0,22
2020-03-22 09:00:00+01:00,118,4,114,16.65435568776215,166,6,160,16.094287115128708,7,1020,0.0,22
2020-03-22 10:00:00+01:00,106,4,102,19.560878716092326,149,5,144,17.937448228249327,7,1020,0.0,22
2020-03-22 11:00:00+01:00,82,3,79,8.6962433625344,98,3,95,9.366341704429512,7,1020,0.0,22
2020-03-22 12:00:00+01:00,86,3,83,9.565861223121674,119,3,116,9.275729661817119,7,1020,0.0,22
2020-03-22 13:00:00+01:00,89,3,86,10.527801976587284,98,4,94,9.366341704429512,7,1020,0.0,22
2020-03-22 14:00:00+01:00,86,3,83,9.565861223121674,119,3,116,9.275729661817119,7,1020,0.0,22
2020-03-22 15:00:00+01:00,96,4,92,10.792244903732447,127,4,123,18.022773693841014,7,1020,0.0,22
2020-03-22 16:00:00+01:00,97,4,93,12.91170780960746,118,4,114,16.65435568776215,7,1020,0.0,22
2020-03-22 17:00:00+01:00,117,4,113,13.539944397802945,135,5,130,20.27811899595658,7,1020,0.0,22
2020-03-22 18:00:00+01:00,109,4,105,18.214376818550008,139,5,134,19.408576933840735,7,1020,0.0,22
2020-03-22 19:00:00+01:00,89,3,86,10.527801976587284,90,3,87,10.477669283936715,7,1020,0.0,22
2020-03-22 20:00:00+01:00,74,3,71,9.886934519670994,107,4,103,12.742346635562697,7,1020,0.0,22
2020-03-22 21:00:00+01:00,73,2,71,10.015349835153332,86,3,83,9.565861223121674,7,1020,0.0,22
2020-03-22 22:00:00+01:00,59,2,57,11.512224289105106,74,3,71,9.886934519670994,7,1020,0.0,22
2020-03-22 23:00:00+01:00,29,1,28,0.5419439371488394,36,1,35,2.727177547566476,7,1020,0.0,22
2020-03-23 00:00:00+01:00,39,3,36,6.782457974710225,37,4,33,2.066086063070793,7,1025,0.0,21
2020-03-23 01:00:00+01:00,26,2,24,1.5382661455122164,26,2,24,1.5382661455122164,7,1025,0.0,21
2020-03-23 02:00:00+01:00,24,2,22,1.5004308879154395,26,2,24,1.5382661455122164,7,1025,0.0,21
2020-03-23 03:00:00+01:00,37,3,34,2.066086063070793,39,4,35,6.782457974710225,7,1025,0.0,21
2020-03-23 04:00:00+01:00,60,5,55,10.583722413773145,62,6,56,14.48690450543278,7,1025,0.0,21
2020-03-23 05:00:00+01:00,108,10,98,14.813734676069407,112,11,101,14.898852003445265,7,1025,0.0,21
2020-03-23 06:00:00+01:00,136,13,123,16.594078125250377,142,16,126,21.623487252479663,7,1025,0.0,21
2020-03-23 07:00:00+01:00,226,22,204,20.308697708911414,214,23,191,18.560318290748608,7,1025,0.0,21
2020-03-23 08:00:00+01:00,239,24,215,13.74553452780325,235,29,206,20.674840106170866,7,1025,0.0,21
2020-03-23 09:00:00+01:00,154,16,138,23.457384968254527,151,18,133,19.408157188048275,7,1025,0.0,21
2020-03-23 10:00:00+01:00,128,11,117,19.601953989978306,128,12,116,19.601953989978306,7,1025,0.0,21
2020-03-23 11:00:00+01:00,152,13,139,20.188330220444417,154,15,139,23.457384968254527,7,1025,0.0,21
2020-03-23 12:00:00+01:00,123,13,110,19.074654696202938,128,14,114,19.601953989978306,7,1025,0.0,21
2020-03-23 13:00:00+01:00,127,11,116,19.116953333289125,125,13,112,23.026828253397017,7,1025,0.0,21
2020-03-23 14:00:00+01:00,127,11,116,19.116953333289125,125,13,112,23.026828253397017,7,1025,0.0,21
2020-03-23 15:00:00+01:00,139,12,127,18.732486269107348,137,15,122,18.928795118329443,7,1025,0.0,21
2020-03-23 16:00:00+01:00,145,14,131,18.85528596371164,157,17,140,23.857880119976507,7,1025,0.0,21
2020-03-23 17:00:00+01:00,216,21,195,21.273439412003903,220,27,193,16.758079648934128,7,1025,0.0,21
2020-03-23 18:00:00+01:00,228,21,207,15.818609956751573,225,22,203,17.07968654570721,7,1025,0.0,21
2020-03-23 19:00:00+01:00,168,15,153,20.304807772345505,167,18,149,21.39117903937357,7,1025,0.0,21
2020-03-23 20:00:00+01:00,166,16,150,18.57114730689396,170,20,150,19.775542485132945,7,1025,0.0,21
2020-03-23 21:00:00+01:00,122,13,109,20.245567873519157,131,15,116,14.183230975852695,7,1025,0.0,21
2020-03-23 22:00:00+01:00,89,8,81,17.562315027840828,89,8,81,17.562315027840828,7,1025,0.0,21
2020-03-23 23:00:00+01:00,63,5,58,14.929801273937542,62,6,56,14.48690450543278,7,1025,0.0,21
2020-03-24 00:00:00+01:00,34,3,31,5.3950651883530085,41,4,37,8.457036189746331,8,1027,0.0,18
2020-03-24 01:00:00+01:00,25,2,23,1.1875344360364632,28,2,26,4.026144260024548,8,1027,0.0,18
2020-03-24 02:00:00+01:00,22,1,21,0.1277873501672996,27,2,25,1.9016023008994223,8,1027,0.0,18
2020-03-24 03:00:00+01:00,39,3,36,6.782457974710225,38,3,35,11.101073107969722,8,1027,0.0,18
2020-03-24 04:00:00+01:00,63,5,58,14.929801273937542,64,6,58,14.414592943793718,8,1027,0.0,18
2020-03-24 05:00:00+01:00,119,10,109,22.46945513312648,120,12,108,16.69246741071004,8,1027,0.0,18
2020-03-24 06:00:00+01:00,140,12,128,15.331768592489755,143,14,129,22.510370466296816,8,1027,0.0,18
2020-03-24 07:00:00+01:00,204,19,185,12.517560993101368,225,24,201,17.07968654570721,8,1027,0.0,18
2020-03-24 08:00:00+01:00,226,19,207,20.308697708911414,236,22,214,19.106111918840778,8,1027,0.0,18
2020-03-24 09:00:00+01:00,149,14,135,20.003285796587473,169,14,155,18.567569965901342,8,1027,0.0,18
2020-03-24 10:00:00+01:00,124,12,112,17.53992981591413,130,13,117,15.65660051079879,8,1027,0.0,18
2020-03-24 11:00:00+01:00,147,12,135,20.208056467665056,169,14,155,18.567569965901342,8,1027,0.0,18
2020-03-24 12:00:00+01:00,124,12,112,17.53992981591413,130,13,117,15.65660051079879,8,1027,0.0,18
2020-03-24 13:00:00+01:00,123,10,113,19.074654696202938,136,14,122,16.594078125250377,8,1027,0.0,18
2020-03-24 14:00:00+01:00,125,11,114,23.026828253397017,136,12,124,16.594078125250377,8,1027,0.0,18
2020-03-24 15:00:00+01:00,138,12,126,20.21600799483387,143,14,129,22.510370466296816,8,1027,0.0,18
2020-03-24 16:00:00+01:00,144,13,131,22.91915418498221,160,17,143,19.89239402952506,8,1027,0.0,18
2020-03-24 17:00:00+01:00,208,17,191,17.851758798784658,234,20,214,19.754580108435302,8,1027,0.0,18
2020-03-24 18:00:00+01:00,214,19,195,18.560318290748608,255,25,230,21.41944964647189,8,1027,0.0,18
2020-03-24 19:00:00+01:00,164,13,151,22.827361263214527,172,16,156,19.644113972447897,8,1027,0.0,18
2020-03-24 20:00:00+01:00,161,15,146,19.983041252146048,168,15,153,20.304807772345505,8,1027,0.0,18
2020-03-24 21:00:00+01:00,123,11,112,19.074654696202938,136,14,122,16.594078125250377,8,1027,0.0,18
2020-03-24 22:00:00+01:00,87,8,79,17.896548892855574,94,8,86,13.172779715339633,8,1027,0.0,18
2020-03-24 23:00:00+01:00,59,5,54,10.572210467564378,64,6,58,14.414592943793718,8,1027,0.0,18
2020-03-25 00:00:00+01:00,47,5,42,8.22807275031754,45,5,40,6.873871357402149,8,1025,0.0,16
2020-03-25 01:00:00+01:00,30,3,27,7.677673936986196,29,3,26,5.84117267448801,8,1025,0.0,16
2020-03-25 02:00:00+01:00,30,4,26,7.677673936986196,29,3,26,5.84117267448801,8,1025,0.0,16
2020-03-25 03:00:00+01:00,47,6,41,8.22807275031754,45,5,40,6.873871357402149,8,1025,0.0,16
2020-03-25 04:00:00+01:00,77,9,68,18.339246781129614,76,7,69,20.954075500954353,8,1025,0.0,16
2020-03-25 05:00:00+01:00,139,17,122,21.474746575274906,132,16,116,19.805771941259717,8,1025,0.0,16
2020-03-25 06:00:00+01:00,169,20,149,17.772634846256242,153,15,138,18.89706115395996,8,1025,0.0,16
2020-03-25 07:00:00+01:00,263,35,228,19.43996347144361,241,24,217,22.882071172466965,8,1025,0.0,16
2020-03-25 08:00:00+01:00,279,34,245,20.78305114330562,270,26,244,21.935045846470036,8,1025,0.0,16
2020-03-25 09:00:00+01:00,190,23,167,19.462300258952972,174,16,158,15.22838843742414,8,1025,0.0,16
2020-03-25 10:00:00+01:00,159,18,141,27.11407498537424,152,14,138,20.701024990887795,8,1025,0.0,16
2020-03-25 11:00:00+01:00,186,24,162,14.511740402245575,181,21,160,22.79969312673797,8,1025,0.0,16
2020-03-25 12:00:00+01:00,155,20,135,20.64602175207135,157,18,139,20.944420246413923,8,1025,0.0,16
2020-03-25 13:00:00+01:00,157,17,140,20.944420246413923,152,14,138,20.701024990887795,8,1025,0.0,16
2020-03-25 14:00:00+01:00,154,20,134,25.102227050596255,159,18,141,27.11407498537424,8,1025,0.0,16
2020-03-25 15:00:00+01:00,173,19,154,18.207988535584114,175,17,158,17.379188401043834,8,1025,0.0,16
2020-03-25 16:00:00+01:00,190,22,168,19.462300258952972,174,16,158,15.22838843742414,8,1025,0.0,16
2020-03-25 17:00:00+01:00,270,31,239,21.935045846470036,267,29,238,19.019375644726225,8,1025,0.0,16
2020-03-25 18:00:00+01:00,279,33,246,20.78305114330562,270,26,244,21.935045846470036,8,1025,0.0,16
2020-03-25 19:00:00+01:00,206,25,181,26.316276075539704,184,20,164,11.126916077945086,8,1025,0.0,16
2020-03-25 20:00:00+01:00,204,26,178,18.97564860124531,205,25,180,18.29833304368066,8,1025,0.0,16
2020-03-25 21:00:00+01:00,158,21,137,20.016713756826867,148,14,134,16.32552078684666,8,1025,0.0,16
2020-03-25 22:00:00+01:00,110,13,97,14.109887773033899,98,10,88,18.03644044567539,8,1025,0.0,16
2020-03-25 23:00:00+01:00,79,9,70,16.621554061874914,75,9,66,16.06577410864815,8,1025,0.0,16
2020-03-26 00:00:00+01:00,38,3,35,11.101073107969722,39,5,34,6.782457974710225,7,1020,0.0,17
2020-03-26 01:00:00+01:00,21,1,20,0.10419094703715145,24,3,21,1.5004308879154395,7,1020,0.0,17
2020-03-26 02:00:00+01:00,24,1,23,1.5004308879154395,24,3,21,1.5004308879154395,7,1020,0.0,17
2020-03-26 03:00:00+01:00,36,2,34,3.0873599992209124,39,4,35,6.782457974710225,7,1020,0.0,17
2020-03-26 04:00:00+01:00,55,4,51,8.909875597117273,65,8,57,15.361527134905547,7,1020,0.0,17
2020-03-26 05:00:00+01:00,117,10,107,21.891304075969387,117,16,101,21.891304075969387,7,1020,0.0,17
2020-03-26 06:00:00+01:00,140,12,128,15.331768592489755,132,19,113,19.37004764296085,7,1020,0.0,17
2020-03-26 07:00:00+01:00,200,18,182,19.256012935412965,208,30,178,17.851758798784658,7,1020,0.0,17
2020-03-26 08:00:00+01:00,214,16,198,18.560318290748608,237,34,203,15.922060682410839,7,1020,0.0,17
2020-03-26 09:00:00+01:00,158,13,145,21.67102174389251,150,21,129,17.939622434692456,7,1020,0.0,17
2020-03-26 10:00:00+01:00,122,9,113,20.245567873519157,131,20,111,14.183230975852695,7,1020,0.0,17
2020-03-26 11:00:00+01:00,140,10,130,15.331768592489755,143,20,123,22.510370466296816,7,1020,0.0,17
2020-03-26 12:00:00+01:00,114,10,104,18.09348958441383,124,20,104,17.53992981591413,7,1020,0.0,17
2020-03-26 13:00:00+01:00,111,9,102,12.909820125967427,120,15,105,16.69246741071004,7,1020,0.0,17
2020-03-26 14:00:00+01:00,122,10,112,20.245567873519157,131,20,111,14.183230975852695,7,1020,0.0,17
2020-03-26 15:00:00+01:00,129,9,120,17.995114557081255,138,17,121,20.21600799483387,7,1020,0.0,17
2020-03-26 16:00:00+01:00,133,11,122,22.07413438879217,147,20,127,20.208056467665056,7,1020,0.0,17
2020-03-26 17:00:00+01:00,224,19,205,16.30248157536985,214,26,188,18.560318290748608,7,1020,0.0,17
2020-03-26 18:00:00+01:00,221,18,203,20.34114880306217,226,27,199,20.308697708911414,7,1020,0.0,17
2020-03-26 19:00:00+01:00,146,11,135,20.98788244482569,169,20,149,18.567569965901342,7,1020,0.0,17
2020-03-26 20:00:00+01:00,168,13,155,20.304807772345505,165,23,142,20.56038540292619,7,1020,0.0,17
2020-03-26 21:00:00+01:00,118,10,108,23.272574380346793,130,18,112,15.65660051079879,7,1020,0.0,17
2020-03-26 22:00:00+01:00,82,6,76,16.39179981762634,90,13,77,13.960700117154147,7,1020,0.0,17
2020-03-26 23:00:00+01:00,63,5,58,14.929801273937542,59,8,51,10.572210467564378,7,1020,0.0,17
2020-03-27 00:00:00+01:00,73,6,67,16.592478063282112,73,7,66,16.592478063282112,9,1020,0.0,10
2020-03-27 01:00:00+01:00,48,4,44,12.297077384196717,48,4,44,12.297077384196717,9,1020,0.0,10
2020-03-27 02:00:00+01:00,48,4,44,12.297077384196717,48,4,44,12.297077384196717,9,1020,0.0,10
2020-03-27 03:00:00+01:00,73,6,67,16.592478063282112,73,7,66,16.592478063282112,9,1020,0.0,10
2020-03-27 04:00:00+01:00,122,12,110,20.245567873519157,124,13,111,17.53992981591413,9,1020,0.0,10
2020-03-27 05:00:00+01:00,211,22,189,18.759232281731908,211,21,190,18.759232281731908,9,1020,0.0,10
2020-03-27 06:00:00+01:00,261,26,235,21.270868579361668,257,27,230,24.369710124951805,9,1020,0.0,10
2020-03-27 07:00:00+01:00,412,37,375,21.450154879298072,389,38,351,21.37920911023894,9,1020,0.0,10
2020-03-27 08:00:00+01:00,426,39,387,20.8097346735364,414,42,372,21.211929621647883,9,1020,0.0,10
2020-03-27 09:00:00+01:00,296,30,266,20.454116986907042,294,29,265,18.98421464015195,9,1020,0.0,10
2020-03-27 10:00:00+01:00,240,23,217,16.023164601360044,236,23,213,19.106111918840778,9,1020,0.0,10
2020-03-27 11:00:00+01:00,288,30,258,22.858888837585067,275,25,250,24.67224255888931,9,1020,0.0,10
2020-03-27 12:00:00+01:00,240,26,214,16.023164601360044,236,23,213,19.106111918840778,9,1020,0.0,10
2020-03-27 13:00:00+01:00,240,25,215,16.023164601360044,236,23,213,19.106111918840778,9,1020,0.0,10
2020-03-27 14:00:00+01:00,240,25,215,16.023164601360044,236,23,213,19.106111918840778,9,1020,0.0,10
2020-03-27 15:00:00+01:00,265,28,237,24.143057918667047,259,24,235,22.988395045636892,9,1020,0.0,10
2020-03-27 16:00:00+01:00,282,26,256,14.328617212432716,288,32,256,22.858888837585067,9,1020,0.0,10
2020-03-27 17:00:00+01:00,418,38,380,19.740254716385955,410,46,364,20.532450928302634,9,1020,0.0,10
2020-03-27 18:00:00+01:00,426,46,380,20.8097346735364,414,42,372,21.211929621647883,9,1020,0.0,10
2020-03-27 19:00:00+01:00,321,33,288,23.480156167605287,321,35,286,23.480156167605287,9,1020,0.0,10
2020-03-27 20:00:00+01:00,321,34,287,23.480156167605287,321,35,286,23.480156167605287,9,1020,0.0,10
2020-03-27 21:00:00+01:00,248,26,222,17.312704307039937,236,25,211,19.106111918840778,9,1020,0.0,10
2020-03-27 22:00:00+01:00,168,17,151,20.304807772345505,166,16,150,18.57114730689396,9,1020,0.0,10
2020-03-27 23:00:00+01:00,122,12,110,20.245567873519157,124,13,111,17.53992981591413,9,1020,0.0,10
2020-03-28 00:00:00+01:00,91,5,86,8.844154374326946,99,5,94,10.313624634117142,12,1019,0.0,7
2020-03-28 01:00:00+01:00,63,4,59,11.83290839187245,63,3,60,11.83290839187245,12,1019,0.0,7
2020-03-28 02:00:00+01:00,61,3,58,13.45123014142322,63,3,60,11.83290839187245,12,1019,0.0,7
2020-03-28 03:00:00+01:00,91,5,86,8.844154374326946,99,5,94,10.313624634117142,12,1019,0.0,7
2020-03-28 04:00:00+01:00,127,8,119,18.022773693841014,132,8,124,15.82621260035259,12,1019,0.0,7
2020-03-28 05:00:00+01:00,155,10,145,18.708796369633056,163,8,155,16.305265165047643,12,1019,0.0,7
2020-03-28 06:00:00+01:00,262,15,247,13.900090096773878,265,14,251,17.981103781954623,12,1019,0.0,7
2020-03-28 07:00:00+01:00,382,21,361,19.156893019800307,405,25,380,16.41142237268212,12,1019,0.0,7
2020-03-28 08:00:00+01:00,520,33,487,16.742850474175178,543,27,516,21.26508543455116,12,1019,0.0,7
2020-03-28 09:00:00+01:00,551,33,518,17.61916856629276,564,31,533,21.848445480580413,12,1019,0.0,7
2020-03-28 10:00:00+01:00,490,29,461,25.075248566874926,500,31,469,17.53149172402289,12,1019,0.0,7
2020-03-28 11:00:00+01:00,393,25,368,17.925669706725596,398,24,374,15.189044379634549,12,1019,0.0,7
2020-03-28 12:00:00+01:00,390,22,368,22.823808870670177,398,23,375,15.189044379634549,12,1019,0.0,7
2020-03-28 13:00:00+01:00,421,24,397,23.577567366465193,431,22,409,19.594917580038825,12,1019,0.0,7
2020-03-28 14:00:00+01:00,370,25,345,20.080410304897075,398,21,377,15.189044379634549,12,1019,0.0,7
2020-03-28 15:00:00+01:00,454,26,428,17.559907338692536,472,29,443,15.966412489673269,12,1019,0.0,7
2020-03-28 16:00:00+01:00,454,29,425,17.559907338692536,472,29,443,15.966412489673269,12,1019,0.0,7
2020-03-28 17:00:00+01:00,518,33,485,17.06195195164026,530,33,497,19.266675842235646,12,1019,0.0,7
2020-03-28 18:00:00+01:00,482,28,454,21.554128287623442,502,30,472,16.39928567380866,12,1019,0.0,7
2020-03-28 19:00:00+01:00,393,25,368,17.925669706725596,398,24,374,15.189044379634549,12,1019,0.0,7
2020-03-28 20:00:00+01:00,357,20,337,16.579219218063535,370,20,350,20.080410304897075,12,1019,0.0,7
2020-03-28 21:00:00+01:00,316,18,298,17.068110656006358,336,21,315,15.374523455613796,12,1019,0.0,7
2020-03-28 22:00:00+01:00,257,14,243,18.99808160477331,270,15,255,18.31838596155419,12,1019,0.0,7
2020-03-28 23:00:00+01:00,125,7,118,11.899638158178501,132,8,124,15.82621260035259,12,1019,0.0,7
2020-03-29 00:00:00+01:00,20,0,20,0.04910283862897408,25,0,25,0.10677168789919293,6,1025,0.0,27
2020-03-29 01:00:00+01:00,14,0,14,0.0,18,0,18,0.014449312499738909,6,1025,0.0,27
